age,service_tenure_years,distance_from_home_station_km,num_dependents,rank,rank_encoded,unit_type,unit_type_encoded,deployment_theatre,deployment_theatre_encoded,deployment_duration_days,posting_transfer_count_last_2yrs,unit_manning_shortfall_pct,promotion_stagnation_years,commute_transit_days,duty_hours_daily,rest_hours_daily,overtime_hours_monthly,night_shift_frequency_monthly,consecutive_night_duty_days,overtime_flag,daily_workload_score,training_hours_last_year,leave_backlog_days,days_since_last_leave,leave_days_last_90d,absenteeism_hours_last_year,family_separation_months,conduct_flag,satisfaction_score,work_life_balance_score,stress_score,sleep_quality_score,fatigue_score,social_support_score,emotional_wellbeing_score,body_mass_index,annual_fitness_grade,annual_fitness_grade_encoded,fitness_trend_score,stagnation_per_tenure_ratio,transit_separation_burden,manning_training_ratio,transfer_tenure_friction,manning_absenteeism_load,training_vs_unit_median,absenteeism_vs_rank_median,welfare_risk_level_encoded,welfare_risk_level
42,16.5,43.5,0,Head Constable,1,General Duty (GD),0,J&K (CI/Ops),4,151,0,17.4,2.9,3,10,8,0,9,6,0,6.0,31,33,146,2,0,7,0,3.9,3.0,5.4,6.6,2.2,4.6,5.0,24.2,SHAPE-1,0,1,0.166,6.24,0.483,0.0,0.0,4.0,-8.0,0,Low
27,9.0,76.2,1,Inspector,4,Medical & Logistics,4,LWE / Bastar (Anti-Naxal),5,398,2,13.7,2.9,4,10,7,0,6,7,0,6.6,27,20,166,3,113,16,0,2.3,1.0,5.6,5.0,2.3,3.8,3.3,23.6,SHAPE-1,0,-1,0.29,11.33,0.428,0.2,15.48,-1.0,105.0,1,Medium
29,10.0,56.6,0,Assistant Commandant,5,Medical & Logistics,4,North-East (Counter-Insurgency),3,428,0,17.7,2.8,1,10,6,57,13,9,1,9.3,51,30,141,3,8,14,0,2.0,2.9,6.3,7.4,3.6,3.7,4.7,24.4,SHAPE-1,0,0,0.255,2.71,0.316,0.0,1.42,23.0,0.0,1,Medium
30,2.1,27.0,2,Constable,0,General Duty (GD),0,Border Outpost (LoC/IB),2,498,1,10.9,2.1,3,12,8,0,10,7,0,6.5,48,60,47,3,8,3,0,3.2,2.0,3.8,6.0,5.1,4.9,3.8,18.8,SHAPE-1,0,-1,0.677,4.16,0.206,0.323,0.87,21.0,0.0,0,Low
34,3.0,5.9,2,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,272,2,13.2,3.0,4,10,6,0,8,5,0,7.4,59,21,196,2,106,20,0,3.7,4.0,5.0,8.0,5.2,4.8,1.2,30.2,SHAPE-1,0,0,0.75,12.18,0.206,0.5,13.99,32.0,98.0,1,Medium
48,13.7,85.0,2,Head Constable,1,General Duty (GD),0,Border Outpost (LoC/IB),2,551,4,9.4,3.4,4,8,8,0,7,8,0,7.5,29,34,211,8,1,2,0,3.2,3.9,4.7,4.7,5.9,3.2,4.4,32.4,SHAPE-1,0,0,0.231,4.39,0.276,0.272,0.09,2.0,-7.0,0,Low
31,2.0,70.3,2,Head Constable,1,CoBRA Strike Unit,5,LWE / Bastar (Anti-Naxal),5,467,2,13.5,2.0,5,10,7,0,11,6,0,7.0,14,17,64,1,2,8,0,2.8,3.9,6.5,4.1,3.1,3.1,3.4,25.1,SHAPE-3,2,0,0.667,10.99,0.711,0.667,0.27,-14.0,-6.0,0,Low
35,2.0,9.0,0,Head Constable,1,CoBRA Strike Unit,5,LWE / Bastar (Anti-Naxal),5,189,0,13.1,2.0,1,10,8,0,11,14,0,6.0,41,39,237,5,2,6,0,4.0,3.1,3.0,6.3,2.8,3.3,3.7,20.9,SHAPE-2,1,0,0.667,1.95,0.285,0.0,0.26,13.0,-6.0,1,Medium
29,2.0,80.9,0,Constable,0,Rapid Action Force (RAF),1,LWE / Bastar (Anti-Naxal),5,215,2,23.9,2.0,3,14,6,30,7,9,1,10.8,17,12,60,6,8,7,1,3.5,3.0,3.3,5.5,4.4,3.6,2.8,26.2,SHAPE-1,0,0,0.667,6.24,1.086,0.667,1.91,-11.0,0.0,2,High
55,10.1,86.4,2,ASI,2,General Duty (GD),0,J&K (CI/Ops),4,588,1,20.6,2.5,5,14,6,0,9,6,0,6.8,30,31,148,2,79,10,0,2.3,2.9,5.0,5.5,5.0,1.7,3.0,23.0,SHAPE-1,0,2,0.225,11.99,0.589,0.09,16.27,3.0,71.0,1,Medium
28,12.8,21.2,1,Constable,0,General Duty (GD),0,Peace / Training Center,0,553,2,7.8,12.6,2,12,6,44,3,4,1,16.0,36,17,37,5,103,10,1,2.5,3.0,2.8,8.2,7.7,3.6,3.4,31.3,SHAPE-2,1,0,0.913,4.8,0.19,0.145,8.03,9.0,95.0,1,Medium
29,2.0,82.8,0,Constable,0,General Duty (GD),0,Border Outpost (LoC/IB),2,312,2,23.7,2.0,4,10,6,0,8,13,0,7.2,0,5,82,6,8,7,0,3.9,3.1,6.6,5.6,4.7,3.5,3.6,29.4,SHAPE-1,0,-1,0.667,8.32,4.74,0.667,1.9,-27.0,0.0,0,Low
28,6.1,56.9,2,Head Constable,1,General Duty (GD),0,North-East (Counter-Insurgency),3,392,2,8.5,1.7,2,8,8,56,8,5,1,10.3,67,47,129,3,33,6,0,3.1,3.0,3.6,6.4,6.0,3.6,3.1,23.0,SHAPE-1,0,-1,0.239,3.89,0.118,0.282,2.8,40.0,25.0,1,Medium
51,1.7,39.2,0,ASI,2,VIP Security Wing,2,LWE / Bastar (Anti-Naxal),5,357,1,19.5,1.7,2,10,4,0,8,4,0,6.7,0,40,126,5,106,13,0,3.2,2.9,5.9,7.2,3.6,3.1,3.3,29.3,SHAPE-1,0,0,0.63,5.28,3.9,0.37,20.67,-29.0,98.0,1,Medium
38,7.1,4.6,1,Inspector,4,Rapid Action Force (RAF),1,Static Security / VIP,1,53,1,14.0,2.3,3,10,6,0,7,8,0,9.8,10,38,74,6,0,10,0,3.1,2.8,7.4,7.6,5.2,4.3,3.2,23.2,SHAPE-1,0,0,0.284,7.19,0.933,0.123,0.0,-18.0,-8.0,1,Medium
37,11.4,89.4,4,Constable,0,CoBRA Strike Unit,5,Border Outpost (LoC/IB),2,368,0,25.5,2.3,5,8,8,0,13,10,0,10.0,8,12,83,1,4,12,0,2.2,2.9,5.5,7.1,3.3,4.3,3.1,23.0,SHAPE-1,0,0,0.185,12.82,1.962,0.0,1.02,-20.0,-4.0,0,Low
35,2.9,73.7,4,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,145,0,20.8,2.9,2,14,8,0,5,6,0,7.0,16,36,58,2,8,7,1,3.9,3.1,7.5,6.5,2.7,4.1,5.0,23.9,SHAPE-1,0,0,0.744,4.16,0.99,0.0,1.66,-11.0,0.0,1,Medium
49,19.2,4.4,2,Constable,0,CoBRA Strike Unit,5,North-East (Counter-Insurgency),3,660,0,8.7,5.1,3,8,9,0,12,10,0,6.0,66,11,119,5,3,5,0,3.1,3.1,3.3,6.8,1.2,3.0,4.1,29.8,SHAPE-1,0,-1,0.252,5.38,0.123,0.0,0.26,38.0,-5.0,0,Low
53,8.8,89.8,1,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,282,0,21.1,1.2,5,8,7,49,8,11,1,6.0,36,39,124,3,3,10,0,1.0,2.9,5.6,6.1,3.2,3.2,3.5,29.7,SHAPE-2,1,0,0.122,11.99,0.515,0.0,0.63,9.0,-5.0,2,High
35,3.1,15.6,0,Constable,0,CoBRA Strike Unit,5,Border Outpost (LoC/IB),2,672,1,9.2,3.1,5,8,8,0,9,8,0,6.2,0,21,83,3,5,1,0,2.4,3.0,6.3,4.3,4.4,4.0,2.7,21.3,SHAPE-3,2,0,0.756,3.47,1.84,0.244,0.46,-28.0,-3.0,0,Low
30,1.0,55.6,2,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,90,1,19.3,1.0,4,8,9,0,5,7,0,6.0,14,26,67,4,8,11,0,1.0,4.0,5.0,9.1,7.2,2.6,3.1,22.2,SHAPE-2,1,0,0.5,9.94,1.016,0.5,1.54,-13.0,0.0,0,Low
43,17.8,72.1,0,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,382,0,9.6,4.2,3,8,7,0,6,10,0,7.3,18,53,93,3,91,8,0,3.2,3.0,6.1,7.5,5.4,3.3,2.3,26.1,SHAPE-1,0,0,0.223,6.59,0.417,0.0,8.74,-9.0,83.0,1,Medium
48,7.9,39.0,0,Constable,0,General Duty (GD),0,Static Security / VIP,1,385,0,9.5,7.1,5,10,8,53,8,6,1,14.4,46,8,158,9,143,9,0,2.4,3.1,2.7,6.7,3.7,2.8,3.7,24.4,SHAPE-1,0,-1,0.798,11.51,0.186,0.0,13.58,19.0,135.0,0,Low
40,14.5,70.4,1,Constable,0,CoBRA Strike Unit,5,Static Security / VIP,1,412,1,26.1,2.3,2,8,7,0,9,7,0,7.3,26,7,166,5,168,10,0,2.5,3.0,4.6,9.2,2.9,2.1,3.4,23.8,SHAPE-1,0,0,0.148,4.8,0.842,0.065,43.85,-2.0,160.0,0,Low
41,5.1,14.7,1,ASI,2,General Duty (GD),0,Static Security / VIP,1,148,0,15.9,5.1,5,8,5,32,10,7,1,11.6,54,28,168,2,1,9,0,3.2,4.0,6.6,4.2,4.3,3.7,3.8,23.2,SHAPE-2,1,0,0.836,11.51,0.269,0.0,0.16,27.0,-7.0,1,Medium
44,10.2,21.6,2,ASI,2,General Duty (GD),0,J&K (CI/Ops),4,132,1,13.3,4.8,3,8,5,34,8,12,1,6.9,2,42,52,6,2,15,0,1.0,3.0,4.4,4.9,4.9,2.3,3.7,25.1,SHAPE-1,0,0,0.429,8.32,1.9,0.089,0.27,-25.0,-6.0,2,High
34,3.1,56.6,4,Head Constable,1,General Duty (GD),0,Border Outpost (LoC/IB),2,274,0,13.3,2.4,2,10,10,37,14,10,1,11.7,67,20,122,4,140,23,0,2.6,2.0,5.6,5.4,7.4,2.2,3.1,21.4,SHAPE-4,3,0,0.585,6.36,0.185,0.0,18.62,40.0,132.0,2,High
38,9.8,41.4,0,Constable,0,Rapid Action Force (RAF),1,J&K (CI/Ops),4,598,0,24.0,6.8,4,12,7,0,9,8,0,6.0,53,36,115,7,8,16,0,1.0,3.1,5.0,7.5,6.7,2.5,3.7,22.5,SHAPE-2,1,2,0.63,11.33,0.414,0.0,1.92,25.0,0.0,1,Medium
45,6.0,20.9,0,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,70,2,10.3,6.0,5,10,7,0,9,9,0,6.0,38,21,38,4,0,7,0,2.8,3.8,3.9,4.7,6.3,3.3,3.5,31.4,SHAPE-1,0,0,0.857,10.4,0.24,0.286,0.0,11.0,-8.0,0,Low
43,3.8,63.1,1,Constable,0,VIP Security Wing,2,J&K (CI/Ops),4,607,2,15.5,3.0,5,10,9,0,8,8,0,6.9,19,16,76,1,149,9,0,3.3,3.0,7.1,5.8,4.7,4.1,2.7,31.1,SHAPE-1,0,-2,0.625,11.51,0.646,0.417,23.1,-10.0,141.0,0,Low
32,3.0,33.0,1,Assistant Commandant,5,Signal & IT Wing,3,Border Outpost (LoC/IB),2,121,1,12.7,3.0,5,8,5,19,6,7,1,11.4,0,20,113,2,2,12,0,3.1,3.0,5.6,4.8,2.2,4.4,3.6,23.2,SHAPE-1,0,-1,0.75,12.82,2.54,0.25,0.25,-28.0,-6.0,0,Low
20,0.5,13.9,0,Constable,0,Rapid Action Force (RAF),1,LWE / Bastar (Anti-Naxal),5,510,1,12.5,0.5,3,12,6,0,6,7,0,6.0,16,19,116,3,3,5,0,3.0,3.1,2.7,6.8,2.2,3.4,2.0,27.1,SHAPE-2,1,-1,0.333,5.38,0.595,0.667,0.38,-12.0,-5.0,0,Low
44,10.3,48.7,1,Constable,0,VIP Security Wing,2,Static Security / VIP,1,209,1,14.1,3.8,3,8,7,0,9,10,0,6.0,20,32,116,6,128,4,0,3.0,2.9,4.1,4.4,4.9,5.0,3.1,23.1,SHAPE-1,0,-2,0.336,4.83,0.564,0.088,18.05,-9.0,120.0,0,Low
31,2.0,23.8,0,Constable,0,CoBRA Strike Unit,5,Border Outpost (LoC/IB),2,261,2,22.4,2.0,1,10,10,0,3,3,0,6.7,38,26,100,3,8,9,0,2.4,3.0,7.1,8.1,6.1,3.3,3.3,22.2,SHAPE-1,0,1,0.667,2.3,0.521,0.667,1.79,10.0,0.0,0,Low
30,11.8,12.7,4,ASI,2,CoBRA Strike Unit,5,Border Outpost (LoC/IB),2,116,0,15.0,2.6,2,8,5,0,9,9,0,6.8,0,54,53,0,83,7,0,3.2,1.9,3.7,4.9,5.8,3.2,2.4,23.6,SHAPE-1,0,0,0.203,4.16,3.0,0.0,12.45,-28.0,75.0,0,Low
27,9.8,54.9,0,Head Constable,1,General Duty (GD),0,Peace / Training Center,0,437,0,28.3,1.5,4,10,5,29,10,10,1,12.6,41,35,75,2,41,4,0,2.4,3.0,5.8,6.2,2.3,3.5,3.0,27.8,SHAPE-1,0,1,0.139,6.44,0.615,0.0,11.6,14.0,33.0,0,Low
34,2.9,29.4,2,Inspector,4,General Duty (GD),0,North-East (Counter-Insurgency),3,145,0,17.9,2.7,1,8,10,0,9,6,0,6.4,7,33,70,4,1,8,0,2.3,3.1,6.2,6.7,3.9,2.6,1.9,29.7,SHAPE-1,0,0,0.692,2.2,1.492,0.0,0.18,-20.0,-7.0,0,Low
38,11.2,100.0,2,Constable,0,General Duty (GD),0,Static Security / VIP,1,404,1,9.9,0.8,4,12,7,0,10,5,0,7.0,0,46,131,2,8,13,0,2.0,2.9,5.3,5.1,6.7,4.5,3.8,20.0,SHAPE-3,2,1,0.066,10.56,1.98,0.082,0.79,-27.0,0.0,1,Medium
32,8.0,80.8,0,Inspector,4,CoBRA Strike Unit,5,LWE / Bastar (Anti-Naxal),5,165,1,18.5,2.7,5,8,4,0,9,8,0,6.6,54,32,336,1,2,9,0,3.4,3.9,3.5,3.9,3.4,3.4,3.3,26.2,SHAPE-1,0,0,0.3,11.51,0.314,0.111,0.37,26.0,-6.0,1,Medium
39,19.0,13.7,2,Head Constable,1,General Duty (GD),0,Static Security / VIP,1,86,2,25.2,1.1,3,12,7,45,7,7,1,6.0,31,18,31,4,0,13,0,3.0,3.1,5.7,3.8,4.1,2.6,2.5,19.1,SHAPE-1,0,-1,0.055,7.92,0.7,0.1,0.0,4.0,-8.0,1,Medium
30,2.0,28.6,1,Sub-Inspector,3,General Duty (GD),0,Peace / Training Center,0,439,0,11.2,2.0,1,12,6,0,7,9,0,8.6,36,27,164,8,16,3,0,3.0,1.0,5.5,6.2,3.0,2.8,3.0,21.8,SHAPE-1,0,-2,0.667,1.39,0.273,0.0,1.79,9.0,8.0,1,Medium
52,5.0,74.8,1,ASI,2,Signal & IT Wing,3,LWE / Bastar (Anti-Naxal),5,115,0,18.7,3.8,5,8,6,0,6,8,0,7.0,32,15,29,4,32,5,0,2.4,3.0,8.0,5.3,2.9,3.6,3.2,25.5,SHAPE-1,0,0,0.633,8.96,0.505,0.0,5.98,4.0,24.0,0,Low
34,3.1,13.7,2,Assistant Commandant,5,VIP Security Wing,2,LWE / Bastar (Anti-Naxal),5,291,3,22.0,2.6,4,10,8,0,10,12,0,9.8,11,39,103,5,8,5,0,3.4,3.9,5.1,6.4,4.9,3.0,3.3,30.3,SHAPE-1,0,0,0.634,7.17,1.375,0.732,1.76,-18.0,0.0,1,Medium
42,16.0,87.8,0,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,433,0,21.4,4.8,1,10,7,0,9,7,0,6.7,29,20,24,6,8,18,0,4.0,3.0,1.4,4.7,6.0,3.3,3.4,23.1,SHAPE-1,0,1,0.282,2.94,0.629,0.0,1.71,2.0,0.0,0,Low
38,10.0,9.1,4,Head Constable,1,General Duty (GD),0,North-East (Counter-Insurgency),3,249,2,13.7,1.1,4,10,8,43,4,4,1,6.0,0,47,199,5,161,6,0,2.9,3.9,6.2,7.0,5.8,5.0,3.3,28.8,SHAPE-4,3,1,0.1,7.78,2.74,0.182,22.06,-27.0,153.0,1,Medium
42,16.1,87.5,0,Sub-Inspector,3,Rapid Action Force (RAF),1,Border Outpost (LoC/IB),2,371,3,13.4,3.9,2,10,7,32,8,3,1,8.3,55,25,104,3,8,6,0,1.3,3.1,4.8,5.0,8.4,3.8,3.6,22.4,SHAPE-2,1,1,0.228,3.89,0.223,0.175,1.07,27.0,0.0,1,Medium
34,13.6,56.5,2,Constable,0,General Duty (GD),0,North-East (Counter-Insurgency),3,288,1,12.0,3.3,5,16,6,0,7,7,0,9.5,56,10,192,4,25,7,0,3.5,2.1,6.5,6.8,6.9,3.8,3.4,24.7,SHAPE-1,0,-1,0.226,10.4,0.197,0.068,3.0,29.0,17.0,1,Medium
28,6.1,55.4,0,ASI,2,CoBRA Strike Unit,5,North-East (Counter-Insurgency),3,348,2,18.7,1.8,1,12,7,0,7,8,0,6.9,18,55,84,4,2,3,0,1.3,2.1,7.9,4.7,5.3,3.3,3.2,21.2,SHAPE-1,0,0,0.254,1.39,0.813,0.282,0.37,-10.0,-6.0,1,Medium
26,5.8,100.0,0,Sub-Inspector,3,VIP Security Wing,2,J&K (CI/Ops),4,480,1,18.4,2.7,5,12,9,0,9,5,0,6.0,22,28,90,4,56,6,0,2.0,4.0,6.7,8.8,3.4,3.1,2.3,23.5,SHAPE-3,2,0,0.397,9.73,0.681,0.147,10.3,-7.0,48.0,0,Low
38,9.8,40.2,0,Constable,0,General Duty (GD),0,Static Security / VIP,1,605,1,12.7,7.5,2,12,8,0,13,14,0,7.8,5,31,118,1,8,4,0,1.4,2.0,6.8,7.2,4.9,3.9,3.9,28.1,SHAPE-2,1,1,0.694,3.22,1.27,0.093,1.02,-22.0,0.0,1,Medium
38,8.8,46.3,0,Constable,0,Rapid Action Force (RAF),1,J&K (CI/Ops),4,188,1,17.0,4.0,3,8,6,15,14,10,1,6.0,5,18,112,6,49,11,0,3.1,3.1,5.0,6.4,7.3,3.1,3.7,19.6,SHAPE-1,0,1,0.408,7.45,1.7,0.102,8.33,-23.0,41.0,0,Low
30,9.0,63.2,0,ASI,2,Medical & Logistics,4,Border Outpost (LoC/IB),2,558,1,14.8,2.6,3,14,7,0,11,9,0,8.0,54,41,164,3,3,10,0,3.6,3.1,5.7,6.0,2.4,2.9,3.5,19.4,SHAPE-1,0,0,0.26,7.19,0.251,0.1,0.44,26.0,-5.0,1,Medium
42,4.0,93.8,1,Head Constable,1,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,78,3,20.6,1.5,5,12,6,48,14,12,1,8.6,32,21,96,3,8,21,0,2.0,2.0,8.4,5.3,6.1,2.3,2.6,27.8,SHAPE-1,0,1,0.3,15.46,0.557,0.6,1.65,5.0,0.0,2,High
24,6.0,100.0,2,Constable,0,General Duty (GD),0,North-East (Counter-Insurgency),3,532,1,11.0,6.0,2,8,6,0,6,11,0,6.0,0,19,69,2,8,5,0,1.0,4.0,3.5,4.3,4.5,4.5,3.9,25.3,SHAPE-1,0,0,0.857,3.58,2.2,0.143,0.88,-27.0,0.0,0,Low
54,5.9,50.6,1,Constable,0,CoBRA Strike Unit,5,J&K (CI/Ops),4,415,1,13.8,3.0,3,10,8,0,12,14,0,9.1,38,30,46,2,2,11,0,1.0,3.1,7.2,6.8,5.5,3.5,2.5,19.2,SHAPE-2,1,-1,0.435,7.45,0.321,0.145,0.28,10.0,-6.0,1,Medium
42,8.2,35.8,0,Head Constable,1,General Duty (GD),0,Static Security / VIP,1,498,1,23.5,0.5,2,10,9,0,5,9,0,7.2,22,20,148,3,2,15,0,3.0,3.0,3.4,5.8,3.2,4.1,3.5,21.4,SHAPE-3,2,0,0.054,5.55,0.87,0.109,0.47,-5.0,-6.0,1,Medium
47,7.1,40.1,2,Constable,0,General Duty (GD),0,Peace / Training Center,0,543,0,11.0,1.7,1,12,8,0,4,5,0,6.0,0,14,104,7,55,4,0,2.9,3.0,2.0,8.1,2.2,4.3,3.0,19.7,SHAPE-4,3,-1,0.21,1.61,2.2,0.0,6.05,-27.0,47.0,0,Low
29,13.6,50.2,0,Constable,0,General Duty (GD),0,J&K (CI/Ops),4,385,2,22.0,5.7,4,10,10,0,7,9,0,7.1,41,26,150,2,124,14,0,3.2,3.9,5.9,5.5,3.9,3.8,2.8,30.2,SHAPE-2,1,0,0.39,10.83,0.478,0.137,27.28,14.0,116.0,1,Medium
28,9.9,4.6,0,ASI,2,Signal & IT Wing,3,J&K (CI/Ops),4,530,0,14.0,4.9,1,8,8,64,10,13,1,6.0,29,19,83,2,79,13,0,2.0,2.9,5.0,7.8,6.0,4.0,3.6,28.6,SHAPE-1,0,1,0.45,2.64,0.412,0.0,11.06,1.0,71.0,1,Medium
40,21.7,4.6,2,ASI,2,General Duty (GD),0,J&K (CI/Ops),4,240,2,19.7,2.7,1,10,10,0,11,7,0,7.6,51,37,284,4,2,15,0,1.0,3.0,7.8,3.8,4.2,2.7,2.3,24.3,SHAPE-1,0,0,0.119,2.77,0.352,0.088,0.39,24.0,-6.0,1,Medium
28,8.9,76.5,1,Constable,0,Signal & IT Wing,3,J&K (CI/Ops),4,170,0,12.3,4.4,2,14,7,42,7,11,1,7.3,42,35,66,4,8,5,0,3.1,2.9,4.4,5.9,4.6,3.0,1.7,24.3,SHAPE-1,0,0,0.444,3.58,0.262,0.0,0.98,14.0,0.0,1,Medium
58,38.0,100.0,0,Head Constable,1,CoBRA Strike Unit,5,North-East (Counter-Insurgency),3,143,1,26.9,2.3,4,8,9,0,10,8,0,6.0,11,33,193,3,4,13,0,4.0,1.9,3.8,3.6,5.5,4.3,2.4,25.3,SHAPE-1,0,2,0.059,10.56,1.681,0.026,1.08,-17.0,-4.0,1,Medium
35,2.9,48.2,0,Inspector,4,General Duty (GD),0,J&K (CI/Ops),4,387,1,21.9,2.9,5,10,8,0,11,8,0,6.7,0,18,131,5,3,8,0,4.0,2.0,8.4,6.6,4.9,3.4,3.2,24.6,SHAPE-1,0,0,0.744,10.99,4.38,0.256,0.66,-27.0,-5.0,1,Medium
29,2.0,16.2,0,Constable,0,VIP Security Wing,2,J&K (CI/Ops),4,307,1,13.0,2.0,2,8,9,0,8,6,0,7.6,32,20,161,2,1,5,0,2.7,2.9,7.0,6.2,3.1,3.9,3.3,18.9,SHAPE-2,1,0,0.667,3.58,0.351,0.333,0.13,3.0,-7.0,0,Low
34,3.0,59.7,0,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,597,2,14.0,0.6,5,12,4,0,10,9,0,6.3,16,48,154,4,4,8,0,2.2,3.0,7.6,7.3,4.7,3.8,2.6,29.4,SHAPE-1,0,0,0.15,10.99,0.667,0.5,0.56,-11.0,-4.0,2,High
29,6.2,54.6,0,Constable,0,CoBRA Strike Unit,5,North-East (Counter-Insurgency),3,199,0,10.0,6.2,4,10,7,0,8,6,0,7.7,68,28,91,3,3,13,0,2.9,3.1,5.6,2.9,5.6,4.0,2.8,21.9,SHAPE-1,0,0,0.861,10.56,0.137,0.0,0.3,40.0,-5.0,1,Medium
34,5.0,4.3,1,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,549,1,14.7,5.0,3,16,6,0,9,12,0,7.7,51,15,115,7,8,8,0,2.1,3.0,3.7,2.9,2.2,3.7,3.2,18.7,SHAPE-3,2,0,0.833,6.59,0.262,0.167,1.18,24.0,0.0,1,Medium
38,17.8,62.9,0,Sub-Inspector,3,General Duty (GD),0,Peace / Training Center,0,85,0,16.5,4.1,4,8,7,0,15,10,0,9.0,16,32,43,5,1,9,0,3.1,3.0,5.5,6.2,4.3,3.6,2.7,32.3,SHAPE-1,0,0,0.218,9.21,0.786,0.0,0.16,-11.0,-7.0,0,Low
59,9.9,18.2,0,Sub-Inspector,3,General Duty (GD),0,J&K (CI/Ops),4,342,2,15.1,9.7,3,14,8,0,11,9,0,6.6,20,33,96,2,8,15,1,2.9,3.1,6.5,5.5,2.3,4.2,4.6,25.8,SHAPE-1,0,1,0.89,8.32,0.604,0.183,1.21,-7.0,0.0,1,Medium
51,15.9,9.1,1,Head Constable,1,CoBRA Strike Unit,5,J&K (CI/Ops),4,657,1,18.1,5.9,4,8,9,0,4,6,0,8.0,43,27,91,5,2,3,0,3.0,1.0,4.7,7.9,3.4,3.5,3.9,19.3,SHAPE-1,0,0,0.349,5.55,0.377,0.059,0.36,15.0,-6.0,0,Low
23,14.8,40.7,0,Inspector,4,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,161,0,16.0,2.1,4,14,6,0,6,8,0,7.2,0,27,71,5,71,10,0,3.9,3.1,4.2,5.5,3.1,2.2,3.4,28.0,SHAPE-2,1,2,0.133,9.59,3.2,0.0,11.36,-27.0,63.0,0,Low
57,23.2,8.6,0,Constable,0,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,399,1,10.3,2.8,3,12,8,0,10,6,0,7.4,0,25,148,2,1,4,0,2.1,2.8,6.4,5.5,4.5,3.9,3.7,31.9,SHAPE-1,0,0,0.116,4.83,2.06,0.041,0.1,-27.0,-7.0,0,Low
38,17.0,4.5,0,Constable,0,General Duty (GD),0,Static Security / VIP,1,402,1,24.0,2.0,1,12,7,0,7,5,0,9.1,24,25,180,4,4,13,0,4.0,3.0,4.9,6.5,4.7,3.6,4.3,30.1,SHAPE-3,2,0,0.111,2.64,0.828,0.056,0.96,-3.0,-4.0,1,Medium
39,18.2,37.6,2,ASI,2,General Duty (GD),0,J&K (CI/Ops),4,417,0,12.9,6.2,2,8,5,0,12,8,0,6.9,38,22,131,5,105,3,0,3.1,3.0,5.7,4.4,5.5,2.3,3.6,30.1,SHAPE-2,1,0,0.323,2.77,0.3,0.0,13.55,11.0,97.0,1,Medium
35,3.1,85.4,2,ASI,2,VIP Security Wing,2,Border Outpost (LoC/IB),2,280,2,18.6,0.5,2,12,7,21,8,7,1,11.1,11,23,250,4,8,10,0,3.4,2.9,7.0,4.0,3.3,3.7,3.7,23.0,SHAPE-1,0,-2,0.122,4.8,1.162,0.488,1.49,-18.0,0.0,1,Medium
32,8.4,82.1,0,Constable,0,Medical & Logistics,4,J&K (CI/Ops),4,309,1,9.0,6.7,5,12,7,0,6,9,0,7.6,0,19,69,5,3,5,0,2.9,3.1,6.8,8.0,2.3,3.2,3.4,25.2,SHAPE-2,1,0,0.713,8.96,1.8,0.106,0.27,-28.0,-5.0,0,Low
29,13.8,69.7,2,Head Constable,1,General Duty (GD),0,LWE / Bastar (Anti-Naxal),5,468,3,9.6,3.8,3,10,7,49,8,14,1,14.2,38,32,66,6,152,6,0,2.4,3.0,5.7,7.2,5.4,3.8,3.8,22.3,SHAPE-1,0,1,0.257,5.84,0.223,0.203,14.59,11.0,144.0,1,Medium
35,10.1,95.2,2,Head Constable,1,Rapid Action Force (RAF),1,Border Outpost (LoC/IB),2,505,1,15.5,0.6,5,8,6,45,7,9,1,7.3,43,16,30,4,106,6,0,4.0,1.0,3.7,3.9,6.7,2.4,5.0,30.7,SHAPE-1,0,0,0.054,9.73,0.323,0.09,16.43,15.0,98.0,1,Medium
35,3.1,31.3,2,Constable,0,Signal & IT Wing,3,J&K (CI/Ops),4,423,2,10.5,3.1,4,8,8,0,14,10,0,6.8,41,19,145,4,8,22,0,2.2,2.0,5.7,3.3,3.0,1.2,3.2,19.1,SHAPE-1,0,1,0.756,12.54,0.228,0.488,0.84,13.0,0.0,1,Medium
35,13.6,65.9,2,Constable,0,General Duty (GD),0,Static Security / VIP,1,623,2,12.3,3.7,3,10,9,43,11,8,1,7.0,67,11,50,4,8,8,0,2.9,3.0,6.0,2.9,6.2,2.5,2.3,24.4,SHAPE-3,2,-2,0.253,6.59,0.171,0.137,0.98,40.0,0.0,1,Medium
