personnel_id,source_dataset,rank,unit_type,deployment_theatre,annual_fitness_grade,wsi_deterministic,wsi_noise_applied,wsi_score,stress_score,satisfaction_score,sleep_quality_score,fatigue_score,social_support_score,emotional_wellbeing_score,work_life_balance_score,age,service_tenure_years,distance_from_home_station_km,num_dependents,rank_encoded,annual_fitness_grade_encoded,fitness_trend_score,deployment_duration_days,posting_transfer_count_last_2yrs,commute_transit_days,unit_manning_shortfall_pct,promotion_stagnation_years,duty_hours_daily,rest_hours_daily,overtime_hours_monthly,night_shift_frequency_monthly,consecutive_night_duty_days,overtime_flag,daily_workload_score,training_hours_last_year,leave_backlog_days,days_since_last_leave,leave_days_last_90d,absenteeism_hours_last_year,family_separation_months,conduct_flag,body_mass_index,stagnation_per_tenure_ratio,transit_separation_burden,manning_training_ratio,transfer_tenure_friction,manning_absenteeism_load,training_vs_unit_median,absenteeism_vs_rank_median,theatre_Border Outpost (LoC/IB),theatre_J&K (CI/Ops),theatre_LWE / Bastar (Anti-Naxal),theatre_North-East (Counter-Insurgency),theatre_Peace / Training Center,theatre_Static Security / VIP,unit_CoBRA Strike Unit,unit_General Duty (GD),unit_Medical & Logistics,unit_Rapid Action Force (RAF),unit_Signal & IT Wing,unit_VIP Security Wing,welfare_risk_level
CRPF-20262973,IBM_Attrition,ASI,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,59.33,0.98,60.31,4.4,3.1,9.0,6.1,2.7,4.3,3.1,33,8.1,100.0,1,2,0,-2,470,1,2,15.4,3.9,12,10,0,8,9,0,6.0,22,43,239,3,8,14,0,28.4,0.429,5.42,0.57,0.11,1.23,-4.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,High
CRPF-20262974,HRDataset_v14,Head Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,45.1,0.79,45.89,7.7,4.0,7.8,4.9,2.8,3.8,3.0,26,8.0,92.1,0,1,0,1,372,1,5,8.1,6.3,8,4,0,13,7,0,7.1,21,32,187,7,8,15,0,27.1,0.7,13.86,0.312,0.111,0.65,-5.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20262975,HR_Analytics_15k,Constable,Medical & Logistics,Static Security / VIP,SHAPE-1,39.74,-0.18,39.56,5.3,2.4,7.2,6.8,3.7,4.2,3.1,36,2.9,54.1,1,0,0,2,549,1,4,16.6,2.9,14,8,0,8,6,0,8.2,12,18,199,3,0,5,0,27.3,0.744,7.17,0.976,0.256,0.0,-17.0,-8.0,0,0,0,0,0,1,0,0,1,0,0,0,Low
CRPF-20262976,HR_Analytics_15k,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,40.71,1.02,41.72,4.6,3.6,4.6,4.5,2.4,4.2,3.0,30,1.9,36.4,2,0,0,0,422,0,5,18.5,0.5,10,6,0,10,7,0,7.3,34,20,19,3,81,24,0,30.1,0.172,16.09,0.474,0.0,14.99,8.0,73.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
CRPF-20262977,HR_Analytics_15k,Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-1,49.02,-0.61,48.42,3.9,3.8,4.2,3.3,3.8,4.2,3.0,29,2.1,56.2,0,0,0,-1,505,1,4,8.5,2.1,8,6,43,5,5,1,11.4,41,24,80,6,1,12,1,24.3,0.677,10.26,0.185,0.323,0.08,15.0,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
CRPF-20262978,HR_Analytics_15k,Head Constable,Medical & Logistics,LWE / Bastar (Anti-Naxal),SHAPE-1,51.19,-1.04,50.16,3.9,2.1,6.3,3.9,4.2,3.5,2.1,33,3.0,40.3,0,1,0,-1,135,1,1,9.7,3.0,8,6,0,5,12,0,6.0,63,46,129,4,3,15,0,31.1,0.75,2.77,0.143,0.25,0.29,34.0,-5.0,0,0,1,0,0,0,0,0,1,0,0,0,Medium
CRPF-20262979,IBM_Attrition,Head Constable,CoBRA Strike Unit,Border Outpost (LoC/IB),SHAPE-2,43.17,1.31,44.48,4.9,3.1,5.4,5.9,2.5,2.7,3.0,28,8.7,41.0,0,1,1,0,268,0,4,26.6,5.5,8,7,0,6,8,0,7.4,37,37,109,6,4,8,0,19.0,0.567,8.79,0.633,0.0,1.06,10.0,-4.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
CRPF-20262980,UCI_Absenteeism,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,50.93,0.38,51.31,3.6,2.6,6.9,5.5,4.4,3.9,2.9,32,8.7,61.2,0,0,0,0,538,1,2,10.6,4.0,8,8,0,10,10,0,9.5,33,42,234,3,1,10,0,18.5,0.412,4.8,0.279,0.103,0.11,7.0,-7.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20262981,UCI_Absenteeism,Sub-Inspector,Rapid Action Force (RAF),North-East (Counter-Insurgency),SHAPE-1,38.63,-1.27,37.36,4.5,3.5,4.1,6.1,3.0,3.6,2.0,30,8.9,64.3,0,3,0,0,487,2,1,17.7,2.7,8,7,0,12,8,0,6.5,49,12,133,4,2,13,0,18.5,0.273,2.64,0.328,0.202,0.35,22.0,-6.0,0,0,0,1,0,0,0,0,0,1,0,0,Low
CRPF-20262982,HRDataset_v14,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,40.52,0.1,40.62,5.0,2.3,6.9,6.8,3.5,3.5,3.1,53,2.9,31.2,1,0,0,0,473,0,1,5.9,1.0,8,7,0,8,6,0,6.9,13,40,147,0,24,3,1,22.4,0.256,1.39,0.328,0.0,1.42,-13.0,16.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
CRPF-20262983,HRDataset_v14,ASI,CoBRA Strike Unit,J&K (CI/Ops),SHAPE-1,59.88,-0.19,59.69,6.4,3.2,4.0,4.2,4.2,3.4,2.9,49,3.9,83.1,2,2,0,1,362,3,5,29.0,3.9,14,7,0,8,7,0,7.0,40,43,126,1,80,18,0,23.6,0.796,14.72,0.644,0.612,23.2,13.0,72.0,0,1,0,0,0,0,1,0,0,0,0,0,High
CRPF-20262984,UCI_Absenteeism,ASI,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,51.92,-0.84,51.08,4.7,2.5,6.2,3.9,3.2,2.7,1.0,34,14.4,56.3,2,2,0,0,200,1,1,10.5,3.0,10,6,0,8,7,0,6.7,20,48,224,1,8,14,0,24.9,0.195,2.71,0.42,0.065,0.84,-6.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20262985,IBM_Attrition,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-2,56.56,0.15,56.71,5.8,1.0,4.5,5.4,4.0,3.2,3.0,44,23.1,4.5,0,0,1,1,262,0,4,17.3,9.9,14,8,0,11,14,0,8.9,0,28,172,7,3,17,0,30.4,0.411,11.56,3.46,0.0,0.52,-26.0,-5.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20262986,IBM_Attrition,Head Constable,CoBRA Strike Unit,Border Outpost (LoC/IB),SHAPE-1,41.41,1.57,42.98,8.2,2.9,8.2,5.5,4.3,4.0,2.9,37,16.1,9.2,0,1,0,0,458,0,4,18.9,8.4,10,8,0,10,7,0,6.5,0,28,182,3,49,8,0,23.4,0.491,8.79,3.78,0.0,9.26,-27.0,41.0,1,0,0,0,0,0,1,0,0,0,0,0,Low
CRPF-20262987,HR_Analytics_15k,Assistant Commandant,General Duty (GD),Static Security / VIP,SHAPE-1,53.73,-0.46,53.27,9.1,3.9,6.1,4.5,3.4,4.4,2.0,30,2.1,50.0,0,5,0,0,526,1,5,24.8,2.1,14,7,0,12,11,0,7.9,18,58,169,2,2,6,0,30.0,0.677,9.73,1.078,0.323,0.5,-8.0,-6.0,0,0,0,0,0,1,0,1,0,0,0,0,High
CRPF-20262988,HR_Analytics_15k,ASI,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-2,55.33,-0.1,55.24,7.4,3.5,8.5,8.4,3.4,3.7,2.0,30,2.1,73.6,0,2,1,-2,468,0,3,18.1,2.1,8,8,0,8,12,0,9.8,53,60,86,2,3,13,0,30.4,0.677,7.92,0.312,0.0,0.54,27.0,-5.0,0,0,1,0,0,0,0,1,0,0,0,0,High
CRPF-20262989,HR_Analytics_15k,Constable,General Duty (GD),Peace / Training Center,SHAPE-1,44.62,0.31,44.93,7.7,3.5,8.3,2.9,4.9,2.9,4.0,34,3.0,35.5,2,0,0,0,311,1,5,13.4,3.0,8,5,32,8,8,1,10.8,64,34,234,6,74,7,0,31.8,0.75,10.4,0.194,0.25,9.92,38.0,66.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
CRPF-20262990,HRDataset_v14,Head Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,41.83,0.83,42.66,6.0,2.4,4.9,2.4,2.7,4.2,3.1,37,19.0,32.1,0,1,0,1,194,2,4,18.5,5.5,10,7,0,8,10,0,7.1,28,10,201,9,58,17,0,21.8,0.275,11.56,0.561,0.1,10.73,2.0,50.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
CRPF-20262991,IBM_Attrition,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,53.66,-0.22,53.44,6.9,1.0,7.7,2.8,3.1,4.2,1.0,39,10.2,31.9,0,0,0,0,249,1,1,16.2,3.9,8,5,29,12,14,1,9.1,51,26,184,5,128,21,0,21.6,0.348,3.09,0.289,0.089,20.74,25.0,120.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20262992,HR_Analytics_15k,Constable,Rapid Action Force (RAF),LWE / Bastar (Anti-Naxal),SHAPE-1,51.55,-0.74,50.81,4.7,2.9,5.5,3.4,3.9,3.3,2.0,34,3.1,26.0,0,0,0,0,418,3,4,14.1,2.1,12,7,27,11,10,1,11.4,0,38,90,0,160,8,0,26.5,0.512,8.79,2.82,0.732,22.56,-27.0,152.0,0,0,1,0,0,0,0,0,0,1,0,0,Medium
CRPF-20262993,UCI_Absenteeism,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,35.8,-1.5,34.31,1.8,2.1,5.8,4.9,4.7,3.9,2.9,32,8.0,81.6,0,0,0,-1,46,0,1,9.9,3.7,10,6,0,9,5,0,7.0,55,24,56,1,2,7,0,25.8,0.411,2.08,0.165,0.0,0.2,29.0,-6.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
CRPF-20262994,UCI_Absenteeism,Constable,General Duty (GD),Peace / Training Center,SHAPE-1,48.37,0.31,48.67,3.2,2.3,8.7,4.2,2.7,2.5,3.0,30,8.8,63.0,0,0,0,1,623,2,5,32.6,4.0,10,6,50,6,7,1,7.8,56,29,140,3,5,7,0,18.9,0.408,10.4,0.534,0.204,1.63,30.0,-3.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
CRPF-20262995,HR_Analytics_15k,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,49.98,0.35,50.33,5.1,3.6,6.5,5.1,2.8,2.7,2.0,30,2.0,6.1,0,0,0,0,320,0,2,14.1,1.9,10,5,56,10,13,1,10.0,9,31,65,0,40,10,0,30.9,0.633,4.8,1.007,0.0,5.64,-17.0,32.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20262996,IBM_Attrition,Constable,VIP Security Wing,Border Outpost (LoC/IB),SHAPE-3,39.11,2.5,41.61,3.8,3.1,3.0,3.3,3.5,2.6,2.0,30,11.0,100.0,1,0,2,1,319,1,2,13.7,3.2,10,6,0,12,8,0,6.0,44,13,108,4,4,10,0,25.8,0.267,4.8,0.28,0.083,0.55,15.0,-4.0,1,0,0,0,0,0,0,0,0,0,0,1,Low
CRPF-20262997,HR_Analytics_15k,ASI,CoBRA Strike Unit,J&K (CI/Ops),SHAPE-1,49.0,0.37,49.37,8.0,2.8,3.3,3.6,4.3,3.4,3.0,33,3.0,57.8,0,2,0,-1,549,1,3,23.2,3.0,8,5,0,10,11,0,6.8,53,17,82,4,1,15,1,23.2,0.75,8.32,0.4,0.25,0.23,26.0,-7.0,0,1,0,0,0,0,1,0,0,0,0,0,Medium
CRPF-20262998,IBM_Attrition,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,45.97,-0.28,45.68,2.0,2.0,9.2,3.7,3.7,3.3,2.9,34,4.8,4.3,0,0,0,0,616,1,5,14.6,4.0,10,7,0,13,7,0,7.7,0,44,160,2,8,11,0,27.7,0.69,12.42,2.92,0.172,1.17,-26.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20262999,HRDataset_v14,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,41.64,0.56,42.19,4.5,2.5,7.5,3.4,2.9,2.6,1.9,30,12.0,78.4,2,0,0,1,378,4,2,9.3,2.0,12,8,0,16,8,0,7.3,50,33,59,2,83,5,0,22.1,0.154,3.58,0.169,0.308,7.72,24.0,75.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
CRPF-20263000,IBM_Attrition,Sub-Inspector,General Duty (GD),J&K (CI/Ops),SHAPE-1,51.44,-0.73,50.7,4.1,3.9,2.2,7.7,4.1,3.7,3.0,29,3.0,86.6,0,3,0,0,671,3,4,21.3,3.0,16,6,0,7,8,0,9.1,57,42,104,7,117,3,0,25.0,0.75,5.55,0.344,0.75,24.92,31.0,109.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20263001,UCI_Absenteeism,Head Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-3,44.02,0.39,44.42,3.4,2.9,8.0,3.9,3.7,2.8,2.0,49,18.3,42.3,1,1,2,0,213,1,4,9.4,2.9,8,6,0,7,5,0,7.0,20,32,126,4,0,4,1,31.5,0.15,6.44,0.376,0.052,0.0,-6.0,-8.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
CRPF-20263002,HR_Analytics_15k,Sub-Inspector,General Duty (GD),J&K (CI/Ops),SHAPE-2,59.94,0.56,60.5,4.8,3.1,5.5,3.8,2.1,4.0,1.9,34,3.0,52.3,1,3,1,0,307,1,2,13.5,3.0,14,8,56,7,12,1,11.8,0,30,87,4,8,13,0,28.5,0.75,5.28,2.7,0.25,1.08,-26.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20263003,HR_Analytics_15k,Head Constable,General Duty (GD),LWE / Bastar (Anti-Naxal),SHAPE-1,41.4,-0.04,41.36,6.8,3.0,4.4,1.7,2.4,3.7,2.9,33,3.0,20.1,1,1,0,0,442,0,3,10.0,3.0,8,9,0,14,10,0,8.1,0,25,57,6,1,19,0,38.8,0.75,8.99,2.0,0.0,0.1,-26.0,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
CRPF-20263004,HR_Analytics_15k,Constable,Rapid Action Force (RAF),J&K (CI/Ops),SHAPE-1,52.93,0.11,53.04,3.6,3.2,6.1,7.2,3.3,4.0,3.0,33,2.9,84.2,1,0,0,0,314,1,3,11.6,1.5,8,6,0,16,9,0,8.7,12,45,185,5,163,17,0,22.2,0.385,8.67,0.682,0.256,18.91,-15.0,155.0,0,1,0,0,0,0,0,0,0,1,0,0,High
CRPF-20263005,IBM_Attrition,Constable,VIP Security Wing,Border Outpost (LoC/IB),SHAPE-1,44.44,0.67,45.11,5.0,3.9,3.8,5.4,3.3,3.8,3.0,39,12.0,67.1,1,0,0,-1,600,1,3,7.5,7.1,8,5,37,12,13,1,6.0,69,7,208,4,2,8,0,23.0,0.546,6.59,0.101,0.077,0.15,40.0,-6.0,1,0,0,0,0,0,0,0,0,0,0,1,Medium
CRPF-20263006,HR_Analytics_15k,ASI,CoBRA Strike Unit,LWE / Bastar (Anti-Naxal),SHAPE-3,65.21,0.11,65.33,4.4,3.2,7.0,3.6,2.6,3.8,3.0,37,4.1,59.4,0,2,2,0,606,1,4,13.4,4.1,10,6,63,13,11,1,10.9,3,54,113,1,8,17,0,30.0,0.804,11.56,1.675,0.196,1.07,-24.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,High
CRPF-20263007,HRDataset_v14,Constable,CoBRA Strike Unit,Static Security / VIP,SHAPE-2,42.31,0.06,42.37,8.5,3.2,6.0,6.6,3.7,3.5,3.0,29,1.3,55.5,0,0,1,-2,226,1,3,12.3,1.3,12,9,22,12,9,1,16.0,35,17,72,4,63,5,0,22.4,0.565,5.38,0.308,0.435,7.75,8.0,55.0,0,0,0,0,0,1,1,0,0,0,0,0,Low
CRPF-20263008,HRDataset_v14,Head Constable,General Duty (GD),Static Security / VIP,SHAPE-1,38.7,1.72,40.42,7.5,4.0,6.0,4.2,3.0,2.9,3.0,37,6.8,97.1,1,1,0,1,427,0,5,24.9,2.3,10,9,0,9,10,0,7.0,55,16,93,5,57,8,0,32.3,0.295,10.99,0.415,0.0,14.19,29.0,49.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
CRPF-20263009,IBM_Attrition,ASI,General Duty (GD),J&K (CI/Ops),SHAPE-1,36.4,1.23,37.63,4.1,4.0,3.3,5.5,4.8,4.0,1.9,32,9.7,32.5,0,2,0,1,344,2,1,16.9,0.9,8,9,0,8,6,0,6.0,2,41,65,7,58,7,0,30.7,0.084,2.08,2.414,0.187,9.8,-24.0,50.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
CRPF-20263010,IBM_Attrition,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,43.94,0.05,43.99,2.6,3.0,6.1,5.3,3.5,4.2,2.0,24,5.1,48.4,2,0,0,2,81,1,4,20.2,5.1,8,10,0,12,12,0,6.0,46,29,79,4,48,17,0,22.8,0.836,11.56,0.396,0.164,9.7,20.0,40.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20263011,UCI_Absenteeism,Assistant Commandant,CoBRA Strike Unit,Static Security / VIP,SHAPE-1,45.74,-0.55,45.18,1.6,3.0,5.3,1.9,3.6,2.5,4.0,49,17.9,41.6,1,5,0,0,164,1,4,14.0,3.5,10,7,0,6,8,0,10.8,12,33,125,0,1,13,0,31.0,0.185,10.56,0.824,0.053,0.14,-15.0,-7.0,0,0,0,0,0,1,1,0,0,0,0,0,Medium
CRPF-20263012,IBM_Attrition,Constable,VIP Security Wing,Static Security / VIP,SHAPE-1,50.65,-1.05,49.59,8.0,3.0,6.6,4.9,4.3,3.3,2.1,48,28.9,31.6,1,0,0,1,555,2,5,9.1,1.7,12,6,39,14,10,1,6.5,16,44,183,5,2,8,0,28.7,0.057,10.99,0.433,0.067,0.18,-13.0,-6.0,0,0,0,0,0,1,0,0,0,0,0,1,Medium
CRPF-20263013,IBM_Attrition,ASI,Rapid Action Force (RAF),Static Security / VIP,SHAPE-2,38.23,1.45,39.68,2.6,1.9,7.2,5.2,2.4,2.6,2.1,27,9.0,13.5,1,2,1,1,606,3,5,10.4,1.5,10,8,0,13,10,0,6.4,54,19,159,2,24,11,0,30.9,0.15,12.42,0.176,0.3,2.5,27.0,16.0,0,0,0,0,0,1,0,0,0,1,0,0,Low
CRPF-20263014,IBM_Attrition,Constable,VIP Security Wing,LWE / Bastar (Anti-Naxal),SHAPE-3,46.57,1.18,47.76,4.4,3.1,8.1,2.6,3.6,4.4,1.9,38,12.2,13.2,2,0,2,-1,312,1,2,11.6,1.7,10,7,54,8,5,1,7.7,60,16,115,1,46,14,0,22.6,0.129,5.42,0.178,0.076,5.34,31.0,38.0,0,0,1,0,0,0,0,0,0,0,0,1,Medium
CRPF-20263015,HR_Analytics_15k,Inspector,General Duty (GD),J&K (CI/Ops),SHAPE-1,62.68,0.58,63.26,7.8,2.5,4.3,6.7,4.0,4.3,3.0,30,2.0,33.1,2,4,0,-1,637,3,4,16.5,2.0,12,10,55,7,9,1,11.3,36,41,205,3,8,13,0,30.9,0.667,10.56,0.402,1.0,1.32,10.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20263016,IBM_Attrition,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-1,42.7,-1.02,41.67,4.9,3.1,4.8,7.3,3.4,4.2,3.0,56,11.9,4.6,4,0,0,1,121,1,4,16.7,8.3,10,7,52,15,14,1,6.0,0,24,96,8,3,2,0,24.2,0.643,4.39,3.34,0.078,0.5,-26.0,-5.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
CRPF-20263017,IBM_Attrition,Constable,General Duty (GD),Static Security / VIP,SHAPE-1,45.21,-0.52,44.69,8.5,3.9,6.9,3.7,3.8,2.2,2.9,60,11.7,30.8,0,0,0,0,552,0,5,14.9,9.5,8,6,53,18,11,1,6.0,67,31,86,2,3,8,0,24.2,0.748,10.99,0.207,0.0,0.45,41.0,-5.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
CRPF-20263018,IBM_Attrition,Constable,CoBRA Strike Unit,Border Outpost (LoC/IB),SHAPE-1,42.78,0.14,42.92,3.2,1.0,7.2,4.7,3.9,2.4,3.0,29,1.0,18.9,0,0,0,0,293,1,2,21.2,1.0,8,10,0,12,5,0,6.0,36,40,148,2,8,14,0,24.9,0.5,5.42,0.517,0.5,1.7,9.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,Low
CRPF-20263019,HR_Analytics_15k,Sub-Inspector,General Duty (GD),J&K (CI/Ops),SHAPE-3,60.99,-1.02,59.97,3.6,2.7,2.7,5.4,3.2,3.4,3.1,34,3.0,58.3,1,3,2,-1,358,2,5,23.1,3.0,14,8,0,6,8,0,9.5,3,28,107,3,40,13,1,31.2,0.75,13.2,2.888,0.5,9.24,-23.0,32.0,0,1,0,0,0,0,0,1,0,0,0,0,High
CRPF-20263020,HRDataset_v14,Head Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,53.53,0.98,54.51,5.0,2.4,5.0,3.0,2.0,2.9,3.0,54,13.3,51.6,1,1,0,-2,676,2,4,12.9,10.0,8,6,0,9,11,0,7.1,21,56,178,1,134,9,0,32.4,0.699,9.21,0.496,0.14,17.29,-5.0,126.0,0,0,0,1,0,0,0,1,0,0,0,0,High
CRPF-20263021,UCI_Absenteeism,Head Constable,CoBRA Strike Unit,Border Outpost (LoC/IB),SHAPE-1,45.54,0.33,45.87,5.1,2.8,3.4,7.9,1.5,1.4,1.0,38,9.7,40.0,0,1,0,0,214,1,5,13.6,3.4,10,6,0,10,7,0,7.2,24,25,315,4,3,14,0,29.0,0.318,13.54,0.469,0.093,0.41,-3.0,-5.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
CRPF-20263022,IBM_Attrition,Constable,CoBRA Strike Unit,Peace / Training Center,SHAPE-1,37.81,-0.47,37.34,6.8,4.0,4.5,6.5,4.0,4.0,3.0,52,10.4,40.9,4,0,0,-1,548,1,4,13.5,4.6,10,7,0,11,10,0,6.0,22,22,64,5,8,13,0,23.9,0.404,10.56,0.5,0.088,1.08,-5.0,0.0,0,0,0,0,1,0,1,0,0,0,0,0,Low
CRPF-20263023,HRDataset_v14,Inspector,VIP Security Wing,J&K (CI/Ops),SHAPE-1,55.55,0.23,55.77,5.5,2.3,2.5,6.7,3.2,2.9,2.9,54,18.4,74.2,0,4,0,1,171,3,4,22.0,5.8,14,7,0,17,12,0,7.2,17,32,230,6,146,7,0,30.5,0.299,8.32,1.0,0.155,32.12,-12.0,138.0,0,1,0,0,0,0,0,0,0,0,0,1,High
CRPF-20263024,HR_Analytics_15k,Constable,CoBRA Strike Unit,J&K (CI/Ops),SHAPE-1,45.41,0.38,45.79,3.8,3.0,4.0,2.5,3.3,2.7,3.0,42,4.8,50.3,1,0,0,1,626,1,5,9.6,4.5,10,5,0,10,13,0,8.7,26,11,113,4,40,19,0,33.2,0.776,14.98,0.31,0.172,3.84,-1.0,32.0,0,1,0,0,0,0,1,0,0,0,0,0,Medium
CRPF-20263025,HRDataset_v14,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-2,52.87,-0.07,52.79,8.3,2.3,4.1,6.4,2.5,2.2,3.0,55,1.5,78.7,2,0,1,0,244,0,1,9.3,1.5,8,5,0,15,11,0,6.9,47,39,128,4,41,10,1,29.7,0.6,2.4,0.179,0.0,3.81,21.0,33.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20263026,HRDataset_v14,Constable,VIP Security Wing,LWE / Bastar (Anti-Naxal),SHAPE-1,63.05,-1.05,62.0,5.5,2.5,6.3,3.7,3.5,2.7,2.9,51,8.0,11.5,1,0,0,-1,612,1,1,32.4,1.1,10,5,50,9,13,1,15.9,69,36,75,3,16,9,1,28.1,0.122,2.3,0.438,0.111,5.18,40.0,8.0,0,0,1,0,0,0,0,0,0,0,0,1,High
CRPF-20263027,UCI_Absenteeism,Constable,General Duty (GD),J&K (CI/Ops),SHAPE-2,46.18,-0.79,45.39,5.3,3.9,7.7,3.9,3.8,3.4,1.0,36,10.6,100.0,2,0,1,-2,218,2,4,11.9,3.2,10,7,0,9,13,0,8.1,0,27,56,5,8,8,0,21.9,0.276,8.79,2.38,0.172,0.95,-26.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
CRPF-20263028,UCI_Absenteeism,Constable,General Duty (GD),Border Outpost (LoC/IB),SHAPE-1,53.59,0.75,54.34,4.8,3.3,5.5,7.7,2.3,3.4,1.0,36,11.0,91.9,4,0,0,0,574,0,1,24.8,3.6,14,6,0,11,15,0,7.4,29,32,113,5,3,8,0,23.1,0.3,2.2,0.729,0.0,0.74,3.0,-5.0,1,0,0,0,0,0,0,1,0,0,0,0,High
CRPF-20263029,HR_Analytics_15k,Constable,General Duty (GD),Peace / Training Center,SHAPE-2,30.69,-0.03,30.66,2.7,1.6,6.8,4.7,4.2,3.2,2.9,38,4.0,37.3,2,0,1,1,141,3,4,14.9,4.0,10,7,0,9,7,0,7.1,51,15,135,3,8,2,0,26.8,0.8,4.39,0.266,0.6,1.19,25.0,0.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
CRPF-20263030,IBM_Attrition,Constable,CoBRA Strike Unit,LWE / Bastar (Anti-Naxal),SHAPE-1,48.89,0.04,48.94,3.3,1.0,4.1,2.5,2.3,4.8,1.0,39,10.0,47.2,2,0,0,1,411,3,1,11.3,7.3,10,8,0,10,9,0,6.0,1,32,126,4,1,18,0,27.7,0.664,2.94,1.883,0.273,0.11,-26.0,-7.0,0,0,1,0,0,0,1,0,0,0,0,0,Medium
CRPF-20263031,HRDataset_v14,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-2,52.47,1.36,53.82,6.2,2.4,6.8,3.2,3.1,3.7,3.0,36,8.0,43.1,1,0,1,0,397,1,5,13.3,4.2,10,7,0,8,5,0,7.2,3,60,223,4,16,17,0,23.6,0.467,14.45,1.662,0.111,2.13,-23.0,8.0,0,0,0,1,0,0,0,1,0,0,0,0,High
CRPF-20263032,IBM_Attrition,Constable,General Duty (GD),North-East (Counter-Insurgency),SHAPE-1,45.34,0.37,45.71,3.1,2.0,5.2,5.5,2.3,2.5,3.0,30,2.0,44.5,0,0,0,-2,225,0,1,14.9,2.0,10,7,0,11,10,0,7.3,47,36,90,0,1,6,0,29.3,0.667,1.95,0.287,0.0,0.15,21.0,-7.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
CRPF-20263033,IBM_Attrition,Head Constable,Signal & IT Wing,J&K (CI/Ops),SHAPE-1,48.5,-0.9,47.61,4.0,4.0,5.1,3.8,3.8,2.9,2.0,45,16.2,4.5,2,1,0,0,542,2,2,24.5,3.7,10,6,0,9,9,0,6.0,62,60,130,1,107,11,0,23.5,0.215,4.97,0.366,0.116,26.22,35.0,99.0,0,1,0,0,0,0,0,0,0,0,1,0,Medium
