age,service_tenure_years,distance_from_home_station_km,num_dependents,rank_encoded,annual_fitness_grade_encoded,fitness_trend_score,deployment_duration_days,posting_transfer_count_last_2yrs,commute_transit_days,unit_manning_shortfall_pct,promotion_stagnation_years,duty_hours_daily,rest_hours_daily,overtime_hours_monthly,night_shift_frequency_monthly,consecutive_night_duty_days,overtime_flag,daily_workload_score,training_hours_last_year,leave_backlog_days,days_since_last_leave,leave_days_last_90d,absenteeism_hours_last_year,family_separation_months,conduct_flag,body_mass_index,stagnation_per_tenure_ratio,transit_separation_burden,manning_training_ratio,transfer_tenure_friction,manning_absenteeism_load,training_vs_unit_median,absenteeism_vs_rank_median,theatre_Border Outpost (LoC/IB),theatre_J&K (CI/Ops),theatre_LWE / Bastar (Anti-Naxal),theatre_North-East (Counter-Insurgency),theatre_Peace / Training Center,theatre_Static Security / VIP,unit_CoBRA Strike Unit,unit_General Duty (GD),unit_Medical & Logistics,unit_Rapid Action Force (RAF),unit_Signal & IT Wing,unit_VIP Security Wing,welfare_risk_level
28,5.9,78.0,0,0,0,1,574,2,5,16.9,5.5,12,8,0,8,7,0,9.3,52,11,171,4,2,9,0,30.5,0.797,11.51,0.296,0.29,0.34,26.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
38,12.1,100.0,1,0,0,0,159,1,2,17.0,5.8,8,8,0,10,7,0,8.1,30,19,64,4,1,14,0,24.5,0.443,5.42,0.486,0.076,0.17,4.0,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
58,9.7,26.7,0,1,1,0,628,0,1,11.9,4.4,14,7,45,8,10,1,9.5,55,40,110,2,41,12,0,29.2,0.411,2.56,0.198,0.0,4.88,29.0,33.0,1,0,0,0,0,0,0,1,0,0,0,0,High
34,3.0,87.4,1,0,0,0,337,3,5,13.8,1.3,10,7,35,15,7,1,13.1,8,33,230,7,111,5,1,21.6,0.325,8.96,1.062,0.75,15.32,-19.0,103.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
50,8.0,74.4,1,0,1,1,382,2,3,20.7,4.1,8,6,0,14,13,0,7.3,50,30,273,2,111,17,0,31.1,0.456,8.67,0.376,0.222,22.98,24.0,103.0,0,0,1,0,0,0,0,1,0,0,0,0,High
28,3.0,100.0,1,0,0,0,564,0,5,19.9,3.0,8,5,0,6,9,0,6.0,13,40,300,0,7,12,0,26.3,0.75,12.82,1.106,0.0,1.39,-14.0,-1.0,0,0,1,0,0,0,0,0,0,1,0,0,High
31,13.0,99.1,2,1,1,0,197,2,3,16.1,2.1,10,8,0,12,9,0,7.2,31,21,181,5,8,7,0,30.8,0.15,6.24,0.447,0.143,1.29,5.0,0.0,1,0,0,0,0,0,0,1,0,0,0,0,Medium
30,1.9,60.7,0,4,0,0,471,1,4,30.1,1.9,16,6,27,6,11,1,12.4,26,60,242,1,8,4,1,30.3,0.655,6.44,0.971,0.345,2.41,-1.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,High
55,17.7,29.6,0,0,0,-1,646,1,5,10.6,4.8,12,7,0,8,12,0,6.8,10,13,150,3,114,5,0,21.9,0.257,8.96,0.707,0.053,12.08,-16.0,106.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
45,6.1,6.7,1,0,0,0,509,3,3,26.1,3.8,10,7,0,16,8,0,6.2,10,21,72,5,8,20,0,22.9,0.535,9.13,1.74,0.423,2.09,-19.0,0.0,0,0,0,1,0,0,0,0,0,0,0,1,Low
38,20.0,30.7,1,5,0,-1,316,2,5,17.4,5.5,8,8,0,14,11,0,6.0,0,55,242,1,2,6,0,21.5,0.262,9.73,3.48,0.095,0.35,-27.0,-6.0,0,0,0,0,0,1,0,0,0,1,0,0,Medium
47,23.0,18.1,2,1,1,0,168,1,3,15.8,3.1,12,8,0,12,9,0,7.4,24,22,262,4,71,4,0,28.4,0.129,4.83,0.545,0.042,11.22,-3.0,63.0,0,0,0,0,1,0,0,0,0,1,0,0,Low
40,6.1,99.8,1,0,0,-2,68,2,5,18.5,0.6,8,6,0,11,4,0,6.0,16,14,181,4,128,7,0,27.8,0.085,10.4,0.881,0.282,23.68,-13.0,120.0,0,0,1,0,0,0,0,0,1,0,0,0,Low
45,15.3,39.4,1,3,0,-1,398,0,1,26.6,1.7,16,6,0,13,9,0,7.1,0,23,226,0,8,18,0,28.3,0.104,2.94,5.32,0.0,2.13,-26.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,High
33,3.1,64.4,2,0,2,-2,371,0,2,13.8,2.4,10,7,38,11,8,1,11.8,25,16,105,8,2,8,1,28.1,0.585,4.39,0.46,0.0,0.28,-4.0,-6.0,0,0,0,0,1,0,0,0,1,0,0,0,Medium
37,1.2,82.7,1,1,0,0,113,1,3,19.5,1.2,8,8,0,9,6,0,7.4,1,33,168,4,33,8,0,29.9,0.545,6.59,3.25,0.455,6.44,-25.0,25.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
37,7.8,46.6,0,0,0,0,361,1,2,16.7,3.3,8,5,0,17,18,0,9.7,28,16,177,5,3,11,0,29.9,0.375,4.97,0.506,0.114,0.5,-1.0,-5.0,0,0,0,1,0,0,0,0,0,0,0,1,Medium
31,2.0,35.3,2,0,0,-1,639,1,2,17.4,2.0,10,5,0,2,6,0,7.4,59,40,28,4,4,3,0,19.2,0.667,2.77,0.272,0.333,0.7,33.0,-4.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
30,2.1,50.9,3,1,0,-1,680,0,4,17.0,2.1,8,10,37,10,8,1,12.7,16,17,84,7,3,10,0,30.1,0.677,9.59,0.81,0.0,0.51,-11.0,-5.0,1,0,0,0,0,0,0,0,0,1,0,0,Low
31,2.0,31.9,0,0,0,0,581,2,4,19.1,2.0,8,9,0,6,13,0,6.7,8,17,33,2,121,24,0,23.7,0.667,12.88,1.469,0.667,23.11,-18.0,113.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
35,1.0,36.2,1,0,0,-1,622,0,3,18.8,1.0,10,9,0,8,12,0,8.2,38,27,244,1,123,24,0,24.2,0.5,9.66,0.437,0.0,23.12,9.0,115.0,0,0,0,0,0,1,0,0,0,0,0,1,High
26,5.0,4.5,0,2,0,-2,134,1,3,11.0,4.5,8,8,0,9,5,0,10.1,38,15,140,2,153,20,0,37.8,0.75,9.13,0.256,0.167,16.83,12.0,145.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
48,13.5,86.4,2,1,0,1,165,1,3,19.5,4.6,8,7,0,7,10,0,7.6,71,32,121,0,1,14,0,32.2,0.317,8.12,0.257,0.069,0.2,42.0,-7.0,0,0,1,0,0,0,0,0,0,0,0,1,Medium
34,13.6,100.0,2,3,1,1,566,1,5,16.0,5.0,12,9,0,7,5,0,8.0,62,20,61,6,33,7,0,29.6,0.342,10.4,0.239,0.068,5.28,36.0,25.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
39,4.0,31.2,2,0,0,-2,316,2,3,18.0,4.0,16,5,62,9,12,1,11.4,52,41,189,2,4,8,0,24.2,0.8,6.59,0.316,0.4,0.72,26.0,-4.0,0,0,1,0,0,0,0,1,0,0,0,0,High
29,4.1,79.2,0,0,1,-1,70,0,4,23.6,3.8,8,8,35,13,14,1,6.0,17,22,248,4,4,16,0,33.3,0.745,11.33,1.073,0.0,0.94,-9.0,-4.0,0,1,0,0,0,0,0,1,0,0,0,0,High
34,6.7,9.0,0,0,0,0,437,0,5,15.6,0.6,8,5,0,9,9,0,6.0,33,11,106,2,80,21,0,27.1,0.078,15.46,0.411,0.0,12.48,7.0,72.0,1,0,0,0,0,0,0,1,0,0,0,0,Low
30,2.0,84.4,2,0,0,-2,84,2,3,10.0,2.0,10,7,40,10,17,1,11.2,13,29,301,8,17,5,1,19.4,0.667,5.38,0.556,0.667,1.7,-14.0,9.0,1,0,0,0,0,0,1,0,0,0,0,0,High
27,5.9,9.0,1,0,0,1,562,1,2,17.9,2.0,12,9,0,12,14,0,9.1,12,27,71,7,8,14,0,31.5,0.29,5.42,1.053,0.145,1.43,-15.0,0.0,0,0,0,1,0,0,0,0,0,1,0,0,Medium
37,17.4,45.3,0,0,0,-2,87,3,5,14.3,4.2,10,8,0,9,9,0,10.0,30,21,63,4,0,9,0,32.4,0.228,11.51,0.409,0.163,0.0,4.0,-8.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
38,3.9,78.3,2,0,2,0,647,1,3,10.8,3.9,10,8,0,12,10,0,7.2,0,51,112,0,16,19,0,29.4,0.796,8.99,2.16,0.204,1.73,-27.0,8.0,0,1,0,0,0,0,1,0,0,0,0,0,High
36,9.7,100.0,2,0,0,0,653,1,3,20.7,6.8,8,8,51,10,14,1,6.0,11,37,216,5,3,18,0,20.8,0.636,8.83,1.294,0.093,0.62,-15.0,-5.0,0,0,0,1,0,0,0,1,0,0,0,0,High
33,2.9,13.8,2,2,0,0,234,2,2,23.1,1.6,10,7,45,8,7,1,12.3,66,17,139,6,125,15,0,30.0,0.41,5.55,0.325,0.513,28.88,40.0,117.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
37,4.0,89.8,2,0,1,0,456,2,4,19.0,3.6,8,6,62,9,7,1,11.1,55,29,246,3,4,11,0,28.8,0.72,9.94,0.317,0.4,0.76,28.0,-4.0,0,0,1,0,0,0,0,0,0,1,0,0,High
37,9.9,42.6,0,0,0,-2,77,0,2,17.0,3.8,10,7,0,12,8,0,9.9,10,54,254,3,33,8,0,28.5,0.349,4.39,1.133,0.0,5.61,-17.0,25.0,0,0,1,0,0,0,1,0,0,0,0,0,High
33,6.1,8.5,0,0,0,0,561,0,2,12.3,0.5,8,8,0,9,10,0,6.0,20,24,128,5,8,12,0,21.6,0.07,5.13,0.492,0.0,0.98,-7.0,0.0,0,1,0,0,0,0,0,0,0,1,0,0,Low
35,3.1,88.3,2,1,0,1,197,0,4,16.7,3.1,12,8,0,11,13,0,7.0,23,19,22,8,57,8,0,31.4,0.756,8.79,0.596,0.0,9.52,-3.0,49.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
39,21.0,52.7,1,0,0,0,506,0,4,25.7,4.4,8,6,0,5,8,0,8.6,22,56,111,0,95,10,0,18.0,0.2,9.59,0.952,0.0,24.42,-5.0,87.0,0,0,0,0,1,0,1,0,0,0,0,0,Medium
31,1.9,66.4,2,1,0,0,688,0,2,17.4,0.9,12,8,25,12,8,1,10.6,0,10,149,5,3,24,0,34.8,0.31,6.44,3.48,0.0,0.52,-26.0,-5.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
35,3.0,11.0,1,3,3,-1,467,1,5,13.9,3.0,12,9,0,10,6,0,6.0,41,17,66,0,121,11,0,32.3,0.75,12.42,0.302,0.25,16.82,14.0,113.0,0,0,0,0,1,0,1,0,0,0,0,0,Low
32,12.4,100.0,3,0,0,0,218,1,3,6.9,4.5,12,6,0,7,8,0,6.2,65,33,103,3,8,18,0,24.2,0.336,8.83,0.099,0.075,0.55,38.0,0.0,0,0,0,0,0,1,1,0,0,0,0,0,Medium
44,23.0,100.0,0,2,0,0,637,1,4,18.8,3.8,12,7,16,9,6,1,9.7,55,57,159,4,8,3,0,35.0,0.158,5.55,0.313,0.042,1.5,26.0,0.0,0,0,1,0,0,0,0,0,0,0,0,1,Medium
30,2.1,11.4,0,0,0,0,312,0,4,12.2,2.1,12,7,0,12,11,0,6.4,4,60,125,2,4,15,0,23.4,0.677,11.09,1.356,0.0,0.49,-22.0,-4.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
48,29.3,100.0,0,0,0,-2,113,1,4,8.4,4.8,10,6,19,5,8,1,8.4,1,16,128,2,2,5,0,37.7,0.158,7.17,1.4,0.033,0.17,-25.0,-6.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
30,1.9,82.4,2,1,1,-2,218,1,1,19.2,1.9,10,6,0,5,5,0,6.6,32,13,140,4,4,14,0,22.0,0.655,2.71,0.519,0.345,0.77,3.0,-4.0,0,1,0,0,0,0,0,0,0,0,0,1,Medium
30,2.0,62.7,0,1,0,0,354,1,3,7.1,2.0,8,6,34,7,8,1,9.8,57,36,96,1,1,11,1,22.8,0.667,7.45,0.115,0.333,0.07,31.0,-7.0,1,0,0,0,0,0,0,1,0,0,0,0,High
53,10.8,40.9,1,0,1,-1,248,2,2,10.1,5.6,12,8,22,3,6,1,12.8,29,19,249,0,132,9,0,25.8,0.475,4.61,0.297,0.169,13.33,0.0,124.0,0,0,1,0,0,0,0,0,0,0,0,1,Medium
38,17.5,4.4,0,1,0,1,190,2,4,32.0,3.6,10,9,0,15,7,0,6.6,22,56,137,1,8,16,0,27.0,0.195,11.33,1.185,0.108,2.56,-4.0,0.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
32,13.6,97.7,2,0,0,-2,125,2,3,24.3,6.3,8,9,0,12,12,0,7.9,10,35,151,7,0,19,1,30.7,0.432,8.99,1.62,0.137,0.0,-16.0,-8.0,0,0,1,0,0,0,0,1,0,0,0,0,High
28,9.2,80.6,1,0,0,1,464,1,5,13.3,2.3,10,6,0,13,11,0,7.5,55,12,74,5,2,16,0,23.9,0.225,14.17,0.222,0.098,0.27,28.0,-6.0,1,0,0,0,0,0,0,0,0,1,0,0,Low
27,9.0,45.4,2,0,0,-1,320,1,1,22.0,6.7,12,8,0,12,6,0,7.0,55,23,74,4,56,11,1,29.1,0.67,2.48,0.367,0.1,12.32,28.0,48.0,0,0,0,0,1,0,0,0,0,1,0,0,Medium
38,18.3,60.3,0,1,0,1,183,2,2,18.5,9.7,12,6,0,10,7,0,10.9,0,26,119,4,1,8,0,32.2,0.503,4.39,3.7,0.104,0.18,-26.0,-7.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
44,10.0,18.2,0,2,0,-1,587,3,2,25.2,5.3,8,8,0,10,11,0,6.0,19,34,99,5,156,7,0,24.1,0.482,4.16,1.05,0.273,39.31,-7.0,148.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
38,3.9,15.6,1,1,0,0,552,1,3,19.3,3.9,8,8,0,10,7,0,6.0,2,48,157,3,4,8,0,27.7,0.796,6.59,2.757,0.204,0.77,-25.0,-4.0,0,0,0,0,0,1,1,0,0,0,0,0,Low
57,7.0,8.5,0,1,0,-1,502,3,1,22.7,1.9,8,5,0,11,15,0,6.0,48,27,67,4,2,7,0,30.7,0.238,2.08,0.428,0.375,0.45,22.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
29,2.0,67.9,1,0,3,-2,483,4,1,22.3,2.0,8,8,29,9,10,1,11.7,0,8,131,6,8,9,1,30.9,0.667,2.3,4.46,1.333,1.78,-26.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,High
38,3.9,28.1,0,1,0,0,255,2,2,17.4,3.9,14,7,0,8,6,0,7.8,2,16,85,3,8,14,0,24.2,0.796,5.42,2.486,0.408,1.39,-24.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
32,3.1,40.7,2,5,0,1,199,1,1,35.6,2.6,12,5,30,10,17,1,6.0,3,18,45,3,120,4,0,24.1,0.634,1.61,4.45,0.244,42.72,-23.0,112.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
37,14.4,83.9,1,2,0,0,555,2,5,10.9,3.6,10,8,0,10,8,0,8.2,27,24,234,5,1,8,0,28.9,0.234,10.99,0.341,0.13,0.11,1.0,-7.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
29,6.0,13.1,0,0,0,2,571,2,2,8.4,6.0,14,5,0,7,5,0,6.9,39,23,192,5,16,8,0,24.1,0.857,4.39,0.191,0.286,1.34,12.0,8.0,0,0,1,0,0,0,1,0,0,0,0,0,Low
33,3.1,39.2,2,0,0,1,312,0,4,11.8,3.1,8,5,50,9,8,1,12.4,71,33,105,1,2,13,0,21.1,0.756,10.56,0.155,0.0,0.24,44.0,-6.0,0,0,1,0,0,0,1,0,0,0,0,0,Medium
27,5.5,58.4,0,4,0,-1,500,0,5,26.4,2.0,8,6,0,9,8,0,7.2,45,23,68,4,123,6,0,18.9,0.308,9.73,0.528,0.0,32.47,18.0,115.0,0,0,0,0,0,1,0,0,0,0,1,0,Low
40,13.7,100.0,2,0,2,0,535,2,5,17.8,1.8,8,9,0,10,10,0,10.7,11,16,245,3,0,20,1,23.7,0.122,15.22,1.112,0.136,0.0,-15.0,-8.0,0,1,0,0,0,0,0,1,0,0,0,0,High
40,16.4,100.0,0,1,0,0,584,1,1,24.9,2.8,14,6,36,9,12,1,6.2,50,35,113,1,31,14,0,22.4,0.161,2.71,0.453,0.057,7.72,24.0,23.0,0,1,0,0,0,0,0,1,0,0,0,0,High
35,11.0,91.5,4,0,0,-1,179,2,3,17.6,5.1,10,7,0,5,5,0,6.7,50,35,151,3,4,11,0,23.5,0.425,7.45,0.32,0.167,0.7,23.0,-4.0,0,1,0,0,0,0,1,0,0,0,0,0,Medium
37,18.9,63.5,0,0,0,0,643,0,4,24.7,3.7,10,5,0,6,9,0,7.8,0,50,64,0,2,8,0,32.0,0.186,8.79,4.94,0.0,0.49,-26.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
33,2.9,63.8,0,0,0,0,642,0,2,11.0,2.9,12,8,22,9,15,1,10.6,50,45,73,2,3,14,0,25.3,0.744,5.42,0.2,0.0,0.33,24.0,-5.0,1,0,0,0,0,0,0,1,0,0,0,0,High
34,2.9,11.7,1,0,1,0,212,1,5,6.9,2.9,12,7,0,8,9,0,7.2,41,60,179,4,63,10,0,21.9,0.744,11.99,0.15,0.256,4.35,15.0,55.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
32,4.0,4.3,1,0,0,-2,246,1,2,23.3,2.8,10,8,19,10,9,1,6.0,0,54,112,3,8,15,0,23.2,0.56,5.55,4.66,0.2,1.86,-27.0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
29,2.0,28.6,0,2,0,-1,339,1,2,17.5,2.0,14,5,0,13,10,0,7.4,35,33,133,2,119,5,0,24.2,0.667,3.58,0.438,0.333,20.82,9.0,111.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
42,21.5,9.4,0,2,1,0,99,0,2,24.9,1.7,10,9,0,7,8,0,6.0,34,22,109,2,8,6,0,30.3,0.076,3.89,0.638,0.0,1.99,7.0,0.0,1,0,0,0,0,0,0,0,0,1,0,0,Low
35,2.8,42.7,2,1,0,-2,119,0,2,18.6,2.8,10,5,0,9,11,0,6.9,44,43,58,2,56,11,0,24.2,0.737,4.97,0.38,0.0,10.42,15.0,48.0,0,0,0,1,0,0,0,0,1,0,0,0,Medium
24,6.0,13.5,0,2,0,-1,543,2,1,14.8,6.0,10,8,0,7,6,0,6.0,18,36,225,2,8,10,0,22.7,0.857,2.4,0.643,0.286,1.18,-8.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
34,2.9,9.9,0,0,0,1,303,0,4,10.1,2.9,8,7,0,7,8,0,8.6,33,54,260,3,8,10,1,22.5,0.744,9.59,0.266,0.0,0.81,7.0,0.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
37,4.0,58.7,0,0,0,0,357,1,1,11.5,4.0,12,8,0,16,10,0,9.6,35,31,227,3,4,4,1,23.3,0.8,1.61,0.288,0.2,0.46,9.0,-4.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
41,5.0,22.1,0,1,1,0,195,0,3,34.0,2.9,10,8,0,6,7,0,6.0,36,22,189,3,2,7,0,19.4,0.483,6.24,0.829,0.0,0.68,9.0,-6.0,0,0,0,1,0,0,0,0,0,1,0,0,Low
25,2.0,31.5,2,3,1,-1,69,3,4,27.4,2.0,12,7,0,9,10,0,8.5,8,21,203,1,2,24,0,25.8,0.667,12.88,2.108,1.0,0.55,-18.0,-6.0,0,0,1,0,0,0,0,1,0,0,0,0,High
37,3.9,72.5,1,1,1,0,224,1,1,20.1,3.9,8,7,45,8,9,1,10.6,1,39,90,2,2,5,0,23.9,0.796,1.79,3.35,0.204,0.4,-25.0,-6.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
35,3.1,8.8,2,0,0,1,443,1,5,11.8,2.9,8,8,0,7,8,0,7.0,50,41,37,4,32,7,0,32.8,0.707,10.4,0.215,0.244,3.78,24.0,24.0,0,1,0,0,0,0,0,1,0,0,0,0,Low
38,4.0,61.0,0,0,0,-2,347,2,2,15.2,3.4,8,7,30,7,10,1,13.9,21,22,119,6,32,8,0,26.0,0.68,4.39,0.585,0.4,4.86,-6.0,24.0,0,0,0,0,1,0,0,0,0,0,1,0,Low
24,6.0,9.2,2,0,1,-1,120,1,3,11.5,3.3,10,7,0,9,9,0,6.0,16,48,81,3,8,23,0,19.1,0.471,9.53,0.548,0.143,0.92,-10.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
60,10.2,23.6,0,1,0,0,314,0,4,7.1,2.2,8,9,0,17,10,0,7.7,21,35,126,4,1,18,0,28.9,0.196,11.78,0.273,0.0,0.07,-5.0,-7.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
47,16.1,30.9,2,1,0,0,96,2,2,16.3,4.8,8,9,0,14,16,0,6.9,32,19,102,3,120,7,0,25.3,0.281,4.16,0.441,0.117,19.56,5.0,112.0,1,0,0,0,0,0,0,0,0,0,1,0,Low
30,2.0,55.5,0,1,1,-1,51,0,1,11.8,2.0,8,7,39,11,10,1,11.6,68,32,133,1,3,7,0,27.4,0.667,2.08,0.162,0.0,0.35,42.0,-5.0,0,0,0,0,1,0,0,1,0,0,0,0,Medium
29,5.8,40.9,4,0,1,1,92,0,3,7.5,2.9,12,9,0,5,6,0,6.5,29,25,111,7,3,11,0,19.3,0.426,7.45,0.221,0.0,0.22,3.0,-5.0,0,0,1,0,0,0,0,1,0,0,0,0,Low
34,2.9,6.1,2,2,0,0,116,2,4,22.1,2.9,10,9,0,7,9,0,6.7,26,25,240,3,2,6,0,25.1,0.744,7.78,0.713,0.513,0.44,0.0,-6.0,0,0,0,0,0,1,0,1,0,0,0,0,Low
34,3.1,47.4,4,1,0,-2,43,1,2,18.6,2.8,10,7,0,13,8,0,8.3,19,23,207,0,75,13,0,28.1,0.683,5.28,0.775,0.244,13.95,-7.0,67.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
38,18.5,62.8,0,0,0,0,198,0,4,24.8,5.6,10,10,20,7,12,1,8.2,66,50,99,3,8,9,0,30.0,0.287,9.21,0.349,0.0,1.98,40.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,High
24,6.0,60.1,0,0,0,1,464,3,3,6.8,5.5,10,7,0,6,8,0,6.9,57,40,90,7,56,10,0,23.4,0.786,7.19,0.11,0.429,3.81,31.0,48.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
37,9.9,12.8,0,0,0,1,572,0,4,17.4,0.5,14,6,0,7,8,0,6.0,6,52,125,1,83,23,0,24.3,0.046,12.71,1.582,0.0,14.44,-21.0,75.0,0,0,1,0,0,0,1,0,0,0,0,0,High
26,5.0,22.8,1,1,0,1,538,2,2,29.9,5.0,10,6,0,14,9,0,7.8,1,50,270,2,8,15,0,27.8,0.833,5.55,4.983,0.333,2.39,-25.0,0.0,0,0,0,1,0,0,0,1,0,0,0,0,High
24,6.0,80.2,0,0,2,-1,293,0,2,12.0,3.3,10,7,0,7,10,0,7.5,40,13,177,6,3,7,0,28.0,0.471,4.16,0.267,0.0,0.36,14.0,-5.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
39,4.0,44.8,0,0,0,0,488,2,2,9.3,2.6,12,6,18,11,6,1,12.7,12,35,185,3,2,10,0,32.1,0.52,4.8,0.547,0.4,0.19,-15.0,-6.0,0,0,1,0,0,0,1,0,0,0,0,0,Medium
57,15.7,78.4,2,0,0,0,128,1,2,30.1,5.6,12,8,0,5,9,0,7.9,41,17,109,5,123,7,0,22.2,0.335,4.16,0.654,0.06,37.02,15.0,115.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
37,17.6,62.1,0,0,0,0,372,1,2,9.4,4.3,12,5,0,10,12,0,6.4,0,36,251,3,2,5,0,30.5,0.231,3.58,1.88,0.054,0.19,-27.0,-6.0,0,0,0,0,1,0,0,0,0,0,1,0,Medium
35,16.1,68.5,2,0,0,0,603,3,2,12.4,1.9,12,6,0,10,13,0,6.0,3,18,82,2,8,5,0,24.4,0.111,3.58,1.55,0.175,0.99,-24.0,0.0,0,0,1,0,0,0,1,0,0,0,0,0,Low
34,2.9,30.1,1,0,1,1,310,0,3,20.6,1.5,10,8,0,7,11,0,8.4,19,32,220,2,4,13,1,21.2,0.385,7.92,0.858,0.0,0.82,-7.0,-4.0,0,0,1,0,0,0,0,1,0,0,0,0,High
37,9.7,43.0,0,1,0,0,299,1,3,9.8,3.4,8,8,0,7,8,0,7.1,5,41,181,3,4,8,0,27.3,0.318,6.59,0.98,0.093,0.39,-22.0,-4.0,0,0,1,0,0,0,0,0,0,1,0,0,Medium
37,7.1,9.1,0,4,0,-1,43,2,2,11.2,2.5,8,4,55,12,12,1,7.7,67,34,283,3,2,6,0,32.0,0.309,3.89,0.156,0.247,0.22,41.0,-6.0,0,0,0,0,0,1,0,1,0,0,0,0,Medium
37,18.0,63.0,0,0,2,0,382,1,2,25.8,9.4,8,10,0,10,4,0,7.7,6,21,46,4,3,9,0,31.2,0.495,4.61,2.345,0.053,0.77,-20.0,-5.0,0,0,0,1,0,0,0,1,0,0,0,0,Low
33,13.3,100.0,2,1,0,0,231,1,4,9.3,6.6,8,5,33,5,6,1,7.7,0,14,90,5,15,19,0,30.1,0.462,11.98,1.86,0.07,1.4,-27.0,7.0,1,0,0,0,0,0,1,0,0,0,0,0,Medium
36,5.9,9.3,1,0,0,-2,277,1,5,19.3,2.0,8,7,0,4,5,0,6.0,4,17,171,3,1,14,0,21.5,0.29,13.54,2.144,0.145,0.19,-25.0,-7.0,0,1,0,0,0,0,0,0,1,0,0,0,Low
34,10.8,14.0,4,2,0,-1,441,0,5,11.5,4.5,10,7,0,3,6,0,7.8,8,23,124,6,24,14,0,31.5,0.381,13.54,0.885,0.0,2.76,-18.0,16.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
50,9.9,44.1,4,0,0,1,655,2,4,11.9,6.7,10,7,0,6,15,0,11.3,25,25,83,2,17,9,1,25.7,0.615,9.21,0.397,0.183,2.02,-1.0,9.0,0,0,0,1,0,0,0,1,0,0,0,0,Medium
23,4.9,17.7,1,0,0,0,290,2,1,16.4,2.6,10,9,0,13,11,0,6.0,65,40,142,5,5,6,0,22.9,0.441,1.95,0.234,0.339,0.82,38.0,-3.0,0,1,0,0,0,0,0,0,0,1,0,0,Medium
43,8.9,32.0,0,2,0,2,419,1,1,16.3,3.3,10,8,0,8,6,0,7.7,1,15,74,0,3,9,0,31.7,0.333,2.3,2.717,0.101,0.49,-25.0,-5.0,0,0,0,0,1,0,0,1,0,0,0,0,Low
49,17.7,42.3,1,0,2,2,108,2,3,23.3,10.2,14,7,0,10,7,0,10.4,5,21,58,1,8,11,0,30.7,0.545,7.45,2.33,0.107,1.86,-24.0,0.0,1,0,0,0,0,0,0,0,1,0,0,0,Medium
46,8.0,100.0,1,0,2,0,586,1,2,16.3,2.1,8,9,0,10,12,0,6.3,64,34,104,5,2,10,0,19.0,0.233,4.8,0.236,0.111,0.33,38.0,-6.0,0,1,0,0,0,0,0,1,0,0,0,0,Medium
37,4.2,31.6,0,1,0,0,240,0,4,11.8,4.2,14,7,0,11,8,0,6.0,11,26,135,4,3,7,1,25.2,0.808,8.32,0.738,0.0,0.35,-15.0,-5.0,0,0,1,0,0,0,0,1,0,0,0,0,Medium
